Date,Product,Sales,Unit_Price,Revenue,Month,Year
2024-09-01,Product 125,268,21.59,5785.11,9,2024
2024-10-01,Product 125,439,21.34,9367.51,10,2024
2024-11-01,Product 125,276,20.54,5669.96,11,2024
2024-12-01,Product 125,353,24.02,8480.64,12,2024
2024-01-01,Product 126,390,25.11,9793.4,1,2024
2024-02-01,Product 126,303,27.15,8226.57,2,2024
2024-03-01,Product 126,363,27.07,9826.32,3,2024
2024-04-01,Product 126,492,25.83,12709.67,4,2024
2024-05-01,Product 126,413,20.04,8275.78,5,2024
2024-06-01,Product 126,474,29.4,13937.73,6,2024
2024-07-01,Product 126,469,23.16,10863.31,7,2024
2024-08-01,Product 126,288,28.27,8140.94,8,2024
2024-09-01,Product 126,256,22.7,5812.21,9,2024
2024-10-01,Product 126,311,23.13,7194.51,10,2024
2024-11-01,Product 126,249,29.07,7238.93,11,2024
2024-12-01,Product 126,456,24.34,11098.21,12,2024
2024-01-01,Product 127,326,23.77,7750.04,1,2024
2024-02-01,Product 127,205,29.64,6076.36,2,2024
2024-03-01,Product 127,335,20.42,6841.68,3,2024
2024-04-01,Product 127,465,26.33,12242.11,4,2024
2024-05-01,Product 127,269,26.76,7198.03,5,2024
2024-06-01,Product 127,324,21.67,7020.93,6,2024
2024-07-01,Product 127,384,26.66,10238.92,7,2024
2024-08-01,Product 127,173,27.61,4776.6,8,2024
2024-09-01,Product 127,422,26.76,11293.18,9,2024
2024-10-01,Product 127,430,22.98,9881.62,10,2024
2024-11-01,Product 127,170,24.75,4208.19,11,2024
2024-12-01,Product 127,360,26.44,9518.94,12,2024
2024-01-01,Product 128,447,21.05,9408.49,1,2024
2024-02-01,Product 128,453,23.85,10804.59,2,2024
2024-03-01,Product 128,190,24.76,4704.34,3,2024
2024-04-01,Product 128,295,26.34,7771.55,4,2024
2024-05-01,Product 128,376,23.7,8910.5,5,2024
2024-06-01,Product 128,162,24.17,3914.74,6,2024
2024-07-01,Product 128,249,28.5,7097.37,7,2024
2024-08-01,Product 128,165,23.71,3912.42,8,2024
2024-09-01,Product 128,315,24.72,7787.69,9,2024
2024-10-01,Product 128,249,26.78,6667.75,10,2024
2024-11-01,Product 128,322,20.36,6555.72,11,2024
2024-12-01,Product 128,365,29.31,10697.45,12,2024
2024-01-01,Product 129,441,27.39,12077.21,1,2024
2024-02-01,Product 129,177,29.75,5265.03,2,2024
2024-03-01,Product 129,298,26.82,7992.94,3,2024
2024-04-01,Product 129,459,21.99,10094.4,4,2024
2024-05-01,Product 129,170,22.87,3888.6,5,2024
2024-06-01,Product 129,376,26.67,10027.42,6,2024
2024-07-01,Product 129,198,21.12,4180.79,7,2024
2024-08-01,Product 129,287,25.44,7300.72,8,2024
2024-09-01,Product 129,452,28.35,12816.37,9,2024
2024-10-01,Product 129,195,22.42,4371.68,10,2024
2024-11-01,Product 129,251,23.37,5866.74,11,2024
2024-12-01,Product 129,486,21.24,10324.43,12,2024
2024-01-01,Product 130,287,20.31,5830.18,1,2024
2024-02-01,Product 130,260,23.3,6058.63,2,2024
2024-03-01,Product 130,417,25.95,10821.7,3,2024
2024-04-01,Product 130,173,27.25,4714.0,4,2024
2024-05-01,Product 130,377,20.42,7697.05,5,2024
2024-06-01,Product 130,495,26.78,13253.83,6,2024
2024-07-01,Product 130,489,24.55,12004.55,7,2024
2024-08-01,Product 130,421,27.73,11674.0,8,2024
2024-09-01,Product 130,253,21.32,5392.74,9,2024
2024-10-01,Product 130,432,25.75,11125.54,10,2024
2024-11-01,Product 130,319,27.7,8836.8,11,2024
2024-12-01,Product 130,371,23.68,8784.29,12,2024
2024-01-01,Product 131,283,24.36,6892.49,1,2024
2024-02-01,Product 131,373,22.93,8554.04,2,2024
2024-03-01,Product 131,182,27.39,4985.03,3,2024
2024-04-01,Product 131,156,23.48,3663.03,4,2024
2024-05-01,Product 131,275,25.71,7069.29,5,2024
2024-06-01,Product 131,357,23.0,8210.29,6,2024
2024-07-01,Product 131,284,28.79,8177.08,7,2024
2024-08-01,Product 131,456,20.24,9227.59,8,2024
2024-09-01,Product 131,480,28.3,13582.86,9,2024
2024-10-01,Product 131,366,22.91,8385.59,10,2024
2024-11-01,Product 131,194,23.98,4652.13,11,2024
2024-12-01,Product 131,281,28.99,8147.47,12,2024
2024-01-01,Product 132,306,22.47,6874.61,1,2024
2024-02-01,Product 132,354,27.47,9725.95,2,2024
2024-03-01,Product 132,367,25.82,9476.71,3,2024
2024-04-01,Product 132,253,29.43,7445.09,4,2024
2024-05-01,Product 132,282,25.31,7136.68,5,2024
2024-06-01,Product 132,480,29.63,14221.29,6,2024
2024-07-01,Product 132,177,27.77,4915.16,7,2024
2024-08-01,Product 132,166,22.25,3694.13,8,2024
2024-09-01,Product 132,348,21.41,7449.99,9,2024
2024-10-01,Product 132,175,28.47,4982.59,10,2024
2024-11-01,Product 132,450,22.76,10243.07,11,2024
2024-12-01,Product 132,330,25.27,8339.98,12,2024
2024-01-01,Product 133,217,23.88,5182.32,1,2024
2024-02-01,Product 133,470,23.45,11022.4,2,2024
2024-03-01,Product 133,201,23.37,4698.05,3,2024
2024-04-01,Product 133,337,25.39,8555.8,4,2024
2024-05-01,Product 133,308,27.08,8339.78,5,2024
2024-06-01,Product 133,391,26.9,10518.28,6,2024
2024-07-01,Product 133,154,24.97,3845.86,7,2024
2024-08-01,Product 133,397,21.34,8473.07,8,2024
2024-09-01,Product 133,375,22.42,8407.1,9,2024
2024-10-01,Product 133,210,29.49,6193.05,10,2024
2024-11-01,Product 133,195,20.76,4048.67,11,2024
2024-12-01,Product 133,443,29.29,12973.97,12,2024
2024-01-01,Product 134,359,25.47,9143.23,1,2024
2024-02-01,Product 134,451,24.33,10972.0,2,2024
2024-03-01,Product 134,371,25.61,9500.84,3,2024
2024-04-01,Product 134,155,24.46,3790.59,4,2024
2024-05-01,Product 134,384,26.74,10269.5,5,2024
2024-06-01,Product 134,358,29.81,10672.67,6,2024
2024-07-01,Product 134,482,25.27,12181.26,7,2024
2024-08-01,Product 134,305,26.59,8110.3,8,2024
2024-09-01,Product 134,318,21.97,6986.22,9,2024
2024-10-01,Product 134,401,29.95,12009.23,10,2024
2024-11-01,Product 134,469,29.53,13849.66,11,2024
2024-12-01,Product 134,481,22.6,10868.4,12,2024
2024-01-01,Product 135,238,29.19,6948.14,1,2024
2024-02-01,Product 135,460,22.14,10184.2,2,2024
2024-03-01,Product 135,303,20.14,6103.0,3,2024
2024-04-01,Product 135,257,27.93,7176.97,4,2024
2024-05-01,Product 135,208,23.55,4898.49,5,2024
2024-06-01,Product 135,422,29.6,12491.77,6,2024
2024-07-01,Product 135,394,29.53,11634.41,7,2024
2024-08-01,Product 135,396,23.93,9475.46,8,2024
2024-09-01,Product 135,157,27.73,4353.75,9,2024
2024-10-01,Product 135,243,26.41,6416.69,10,2024
2024-11-01,Product 135,188,27.81,5228.94,11,2024
2024-12-01,Product 135,233,25.65,5976.65,12,2024
2024-01-01,Product 136,491,28.55,14019.07,1,2024
2024-02-01,Product 136,193,20.12,3883.36,2,2024
2024-03-01,Product 136,223,27.84,6209.26,3,2024
2024-04-01,Product 136,305,22.29,6797.46,4,2024
2024-05-01,Product 136,320,20.46,6547.38,5,2024
2024-06-01,Product 136,319,23.22,7406.13,6,2024
2024-07-01,Product 136,471,25.15,11844.16,7,2024
2024-08-01,Product 136,240,22.54,5409.17,8,2024
2024-09-01,Product 136,304,20.29,6168.68,9,2024
2024-10-01,Product 136,290,20.0,5801.28,10,2024
2024-11-01,Product 136,377,22.89,8629.1,11,2024
2024-12-01,Product 136,397,29.9,11870.64,12,2024
2024-01-01,Product 137,183,29.93,5477.66,1,2024
2024-02-01,Product 137,309,25.13,7764.31,2,2024
2024-03-01,Product 137,476,23.72,11289.41,3,2024
2024-04-01,Product 137,266,20.33,5406.76,4,2024
2024-05-01,Product 137,248,29.51,7318.3,5,2024
2024-06-01,Product 137,240,22.76,5461.32,6,2024
2024-07-01,Product 137,166,27.88,4627.33,7,2024
2024-08-01,Product 137,265,23.86,6323.76,8,2024
2024-09-01,Product 137,330,23.59,7783.31,9,2024
2024-10-01,Product 137,473,28.47,13467.59,10,2024
2024-11-01,Product 137,406,21.92,8897.87,11,2024
2024-12-01,Product 137,265,20.28,5372.93,12,2024
2024-01-01,Product 138,464,22.21,10304.76,1,2024
2024-02-01,Product 138,254,22.29,5660.88,2,2024
2024-03-01,Product 138,342,21.75,7439.26,3,2024
2024-04-01,Product 138,386,22.25,8588.08,4,2024
2024-05-01,Product 138,217,25.82,5602.12,5,2024
2024-06-01,Product 138,288,25.63,7382.37,6,2024
2024-07-01,Product 138,298,25.17,7499.76,7,2024
2024-08-01,Product 138,431,28.4,12238.93,8,2024
2024-09-01,Product 138,258,23.53,6070.87,9,2024
2024-10-01,Product 138,452,29.04,13124.98,10,2024
2024-11-01,Product 138,303,28.93,8764.45,11,2024
2024-12-01,Product 138,281,28.23,7933.08,12,2024
2024-01-01,Product 139,233,24.98,5819.27,1,2024
2024-02-01,Product 139,265,22.04,5841.82,2,2024
2024-03-01,Product 139,190,22.96,4361.82,3,2024
2024-04-01,Product 139,261,28.55,7451.63,4,2024
2024-05-01,Product 139,473,22.95,10856.49,5,2024
2024-06-01,Product 139,344,20.95,7206.98,6,2024
2024-07-01,Product 139,432,28.36,12250.77,7,2024
2024-08-01,Product 139,338,27.27,9216.41,8,2024
2024-09-01,Product 139,173,23.53,4070.0,9,2024
2024-10-01,Product 139,153,21.52,3291.94,10,2024
2024-11-01,Product 139,330,22.82,7532.16,11,2024
2024-12-01,Product 139,428,29.31,12544.72,12,2024
2024-01-01,Product 140,403,25.47,10263.2,1,2024
2024-02-01,Product 140,318,20.0,6360.04,2,2024
2024-03-01,Product 140,398,20.61,8204.1,3,2024
2024-04-01,Product 140,475,20.55,9759.51,4,2024
2024-05-01,Product 140,287,22.01,6315.61,5,2024
2024-06-01,Product 140,252,23.04,5806.58,6,2024
2024-07-01,Product 140,466,24.37,11358.67,7,2024
2024-08-01,Product 140,328,20.52,6730.24,8,2024
2024-09-01,Product 140,481,22.24,10698.85,9,2024
2024-10-01,Product 140,388,24.16,9373.86,10,2024
2024-11-01,Product 140,492,26.1,12839.38,11,2024
2024-12-01,Product 140,179,23.25,4162.28,12,2024
2024-01-01,Product 141,174,22.53,3919.9,1,2024
2024-02-01,Product 141,355,21.25,7545.02,2,2024
2024-03-01,Product 141,196,28.07,5501.12,3,2024
2024-04-01,Product 141,188,22.2,4174.52,4,2024
2024-05-01,Product 141,171,23.93,4092.36,5,2024
2024-06-01,Product 141,298,21.5,6405.81,6,2024
2024-07-01,Product 141,421,20.78,8750.3,7,2024
2024-08-01,Product 141,436,27.54,12006.7,8,2024
2024-09-01,Product 141,181,21.67,3922.85,9,2024
2024-10-01,Product 141,404,25.18,10171.09,10,2024
2024-11-01,Product 141,288,26.28,7569.89,11,2024
2024-12-01,Product 141,363,22.65,8223.13,12,2024
2024-01-01,Product 142,473,29.49,13949.76,1,2024
2024-02-01,Product 142,260,27.14,7057.5,2,2024
2024-03-01,Product 142,251,27.81,6979.64,3,2024
2024-04-01,Product 142,340,25.09,8530.23,4,2024
2024-05-01,Product 142,441,29.72,13108.37,5,2024
2024-06-01,Product 142,237,21.59,5116.89,6,2024
2024-07-01,Product 142,420,27.14,11400.17,7,2024
2024-08-01,Product 142,347,29.21,10135.85,8,2024
2024-09-01,Product 142,316,28.5,9007.49,9,2024
2024-10-01,Product 142,462,22.74,10506.21,10,2024
2024-11-01,Product 142,400,20.52,8207.58,11,2024
2024-12-01,Product 142,222,23.45,5206.66,12,2024
2024-01-01,Product 143,411,26.65,10953.75,1,2024
2024-02-01,Product 143,394,28.57,11254.76,2,2024
2024-03-01,Product 143,212,27.65,5861.2,3,2024
2024-04-01,Product 143,324,24.35,7890.45,4,2024
2024-05-01,Product 143,341,24.96,8512.24,5,2024
2024-06-01,Product 143,420,25.07,10528.03,6,2024
2024-07-01,Product 143,277,29.07,8051.21,7,2024
2024-08-01,Product 143,488,27.82,13577.0,8,2024
2024-09-01,Product 143,227,27.04,6137.4,9,2024
2024-10-01,Product 143,419,28.43,11913.34,10,2024
2024-11-01,Product 143,396,22.35,8850.49,11,2024
2024-12-01,Product 143,464,25.01,11605.05,12,2024
2024-01-01,Product 144,317,20.52,6503.79,1,2024
2024-02-01,Product 144,342,23.09,7896.21,2,2024
2024-03-01,Product 144,485,28.63,13883.81,3,2024
2024-04-01,Product 144,162,29.62,4797.65,4,2024
2024-05-01,Product 144,296,23.97,7093.8,5,2024
2024-06-01,Product 144,192,28.65,5501.37,6,2024
2024-07-01,Product 144,297,26.77,7951.14,7,2024
2024-08-01,Product 144,300,23.17,6949.65,8,2024
2024-09-01,Product 144,171,26.73,4570.32,9,2024
2024-10-01,Product 144,477,22.5,10734.73,10,2024
2024-11-01,Product 144,263,28.33,7450.34,11,2024
2024-12-01,Product 144,232,26.28,6096.94,12,2024
2024-01-01,Product 145,477,20.52,9787.26,1,2024
2024-02-01,Product 145,262,20.2,5291.86,2,2024
2024-03-01,Product 145,202,23.07,4659.69,3,2024
2024-04-01,Product 145,432,24.12,10418.35,4,2024
2024-05-01,Product 145,246,24.31,5979.13,5,2024
2024-06-01,Product 145,483,26.06,12584.59,6,2024
2024-07-01,Product 145,208,23.56,4900.18,7,2024
2024-08-01,Product 145,199,24.33,4841.21,8,2024
2024-09-01,Product 145,168,26.78,4498.27,9,2024
2024-10-01,Product 145,196,23.81,4667.62,10,2024
2024-11-01,Product 145,438,26.42,11570.8,11,2024
2024-12-01,Product 145,331,27.33,9047.84,12,2024
2024-01-01,Product 146,364,21.99,8004.33,1,2024
2024-02-01,Product 146,277,27.51,7620.1,2,2024
2024-03-01,Product 146,397,29.9,11871.74,3,2024
2024-04-01,Product 146,429,22.76,9765.41,4,2024
2024-05-01,Product 146,351,29.15,10230.71,5,2024
2024-06-01,Product 146,367,24.5,8991.93,6,2024
2024-07-01,Product 146,351,21.79,7649.57,7,2024
2024-08-01,Product 146,155,25.48,3949.07,8,2024
2024-09-01,Product 146,467,25.55,11934.16,9,2024
2024-10-01,Product 146,231,27.05,6247.52,10,2024
2024-11-01,Product 146,368,25.2,9272.51,11,2024
2024-12-01,Product 146,220,22.64,4981.41,12,2024
2024-01-01,Product 147,415,25.17,10444.68,1,2024
2024-02-01,Product 147,440,22.69,9981.55,2,2024
2024-03-01,Product 147,273,25.5,6960.43,3,2024
2024-04-01,Product 147,315,29.69,9350.89,4,2024
2024-05-01,Product 147,444,21.72,9644.17,5,2024
2024-06-01,Product 147,379,20.68,7838.99,6,2024
2024-07-01,Product 147,190,20.92,3974.93,7,2024
2024-08-01,Product 147,257,24.58,6317.12,8,2024
2024-09-01,Product 147,471,22.67,10679.46,9,2024
2024-10-01,Product 147,439,27.04,11869.65,10,2024
2024-11-01,Product 147,283,22.51,6370.03,11,2024
2024-12-01,Product 147,415,24.51,10170.35,12,2024
2024-01-01,Product 148,197,25.84,5089.61,1,2024
2024-02-01,Product 148,249,22.5,5601.32,2,2024
2024-03-01,Product 148,407,28.66,11665.01,3,2024
2024-04-01,Product 148,214,21.17,4530.52,4,2024
2024-05-01,Product 148,415,26.12,10840.87,5,2024
2024-06-01,Product 148,464,27.37,12697.52,6,2024
2024-07-01,Product 148,197,20.07,3953.16,7,2024
2024-08-01,Product 148,397,25.88,10272.72,8,2024
2024-09-01,Product 148,247,23.74,5862.68,9,2024
2024-10-01,Product 148,433,26.27,11377.02,10,2024
2024-11-01,Product 148,450,25.83,11623.17,11,2024
2024-12-01,Product 148,454,25.42,11540.63,12,2024
2024-01-01,Product 149,232,29.58,6861.59,1,2024
2024-02-01,Product 149,222,28.4,6304.36,2,2024
2024-03-01,Product 149,255,27.39,6985.49,3,2024
2024-04-01,Product 149,411,29.77,12235.5,4,2024
2024-05-01,Product 149,294,24.98,7344.24,5,2024
2024-06-01,Product 149,432,24.34,10513.08,6,2024
2024-07-01,Product 149,393,27.48,10801.15,7,2024
2024-08-01,Product 149,276,28.07,7747.84,8,2024
2024-09-01,Product 149,420,28.17,11832.46,9,2024
2024-10-01,Product 149,222,24.38,5413.21,10,2024
2024-11-01,Product 149,397,22.29,8849.81,11,2024
2024-12-01,Product 149,192,26.38,5064.36,12,2024
2024-01-01,Product 150,319,27.01,8615.77,1,2024
2024-02-01,Product 150,317,26.54,8413.16,2,2024
2024-03-01,Product 150,394,28.77,11337.23,3,2024
2024-04-01,Product 150,196,20.3,3977.83,4,2024
2024-05-01,Product 150,374,22.14,8281.88,5,2024
2024-06-01,Product 150,218,20.77,4528.18,6,2024
2024-07-01,Product 150,439,20.63,9054.49,7,2024
2024-08-01,Product 150,210,24.25,5092.02,8,2024
2024-09-01,Product 150,467,26.07,12173.44,9,2024
2024-10-01,Product 150,480,25.95,12455.06,10,2024
2024-11-01,Product 150,243,29.51,7172.12,11,2024
2024-12-01,Product 150,287,28.85,8279.85,12,2024
2024-01-01,Product 151,276,28.23,7791.44,1,2024
2024-02-01,Product 151,468,25.44,11907.11,2,2024
2024-03-01,Product 151,323,23.97,7743.76,3,2024
2024-04-01,Product 151,470,22.53,10590.78,4,2024
2024-05-01,Product 151,240,25.21,6051.48,5,2024
2024-06-01,Product 151,328,27.71,9088.04,6,2024
2024-07-01,Product 151,358,29.21,10456.34,7,2024
2024-08-01,Product 151,256,25.38,6498.13,8,2024
2024-09-01,Product 151,433,29.15,12623.06,9,2024
2024-10-01,Product 151,186,26.66,4959.62,10,2024
2024-11-01,Product 151,205,27.87,5714.12,11,2024
2024-12-01,Product 151,407,26.3,10705.11,12,2024
2024-01-01,Product 152,272,27.05,7358.85,1,2024
2024-02-01,Product 152,317,24.43,7742.87,2,2024
2024-03-01,Product 152,401,21.44,8598.99,3,2024
2024-04-01,Product 152,484,20.64,9989.79,4,2024
2024-05-01,Product 152,212,22.92,4859.85,5,2024
2024-06-01,Product 152,288,25.99,7484.67,6,2024
2024-07-01,Product 152,354,23.01,8145.7,7,2024
2024-08-01,Product 152,405,24.08,9750.91,8,2024
2024-09-01,Product 152,459,20.28,9309.95,9,2024
2024-10-01,Product 152,356,22.81,8120.5,10,2024
2024-11-01,Product 152,152,24.1,3662.7,11,2024
2024-12-01,Product 152,391,24.09,9418.32,12,2024
2024-01-01,Product 153,251,21.59,5420.33,1,2024
2024-02-01,Product 153,282,27.87,7857.99,2,2024
2024-03-01,Product 153,497,26.64,13241.17,3,2024
2024-04-01,Product 153,258,28.26,7292.34,4,2024
2024-05-01,Product 153,232,21.1,4896.2,5,2024
2024-06-01,Product 153,218,20.08,4377.36,6,2024
2024-07-01,Product 153,289,22.5,6502.38,7,2024
2024-08-01,Product 153,461,25.53,11771.08,8,2024
2024-09-01,Product 153,302,23.57,7117.8,9,2024
2024-10-01,Product 153,468,20.77,9718.66,10,2024
2024-11-01,Product 153,493,27.89,13751.21,11,2024
2024-12-01,Product 153,460,22.16,10193.88,12,2024
2024-01-01,Product 154,204,29.53,6023.74,1,2024
2024-02-01,Product 154,185,26.32,4869.6,2,2024
2024-03-01,Product 154,326,25.06,8168.37,3,2024
2024-04-01,Product 154,444,22.32,9909.12,4,2024
2024-05-01,Product 154,362,29.04,10510.88,5,2024
2024-06-01,Product 154,155,25.53,3957.73,6,2024
2024-07-01,Product 154,184,23.49,4321.96,7,2024
2024-08-01,Product 154,267,27.94,7461.28,8,2024
2024-09-01,Product 154,236,28.38,6697.46,9,2024
2024-10-01,Product 154,462,20.13,9301.22,10,2024
2024-11-01,Product 154,434,24.59,10672.88,11,2024
2024-12-01,Product 154,236,21.79,5143.04,12,2024
2024-01-01,Product 155,195,23.85,4650.37,1,2024
2024-02-01,Product 155,261,21.18,5526.81,2,2024
2024-03-01,Product 155,396,20.02,7927.89,3,2024
2024-04-01,Product 155,283,27.89,7894.09,4,2024
2024-05-01,Product 155,243,21.61,5252.11,5,2024
2024-06-01,Product 155,438,23.45,10272.11,6,2024
2024-07-01,Product 155,275,21.66,5955.81,7,2024
2024-08-01,Product 155,271,23.54,6380.08,8,2024
2024-09-01,Product 155,264,22.22,5867.03,9,2024
2024-10-01,Product 155,350,22.12,7741.63,10,2024
2024-11-01,Product 155,160,22.45,3592.56,11,2024
2024-12-01,Product 155,396,22.44,8885.17,12,2024
2024-01-01,Product 156,276,22.34,6166.4,1,2024
2024-02-01,Product 156,301,26.16,7875.06,2,2024
2024-03-01,Product 156,286,24.16,6909.12,3,2024
2024-04-01,Product 156,168,26.79,4500.68,4,2024
2024-05-01,Product 156,324,27.54,8921.65,5,2024
2024-06-01,Product 156,290,28.71,8324.53,6,2024
2024-07-01,Product 156,242,25.33,6128.66,7,2024
2024-08-01,Product 156,354,26.97,9546.06,8,2024
2024-09-01,Product 156,394,21.17,8341.78,9,2024
2024-10-01,Product 156,444,21.43,9514.22,10,2024
2024-11-01,Product 156,431,25.12,10827.95,11,2024
2024-12-01,Product 156,418,23.92,9997.97,12,2024
2024-01-01,Product 157,454,26.79,12162.2,1,2024
2024-02-01,Product 157,463,25.08,11611.14,2,2024
2024-03-01,Product 157,458,27.76,12716.32,3,2024
2024-04-01,Product 157,211,27.93,5892.72,4,2024
2024-05-01,Product 157,174,26.73,4651.45,5,2024
2024-06-01,Product 157,356,28.86,10272.81,6,2024
2024-07-01,Product 157,431,22.53,9711.6,7,2024
2024-08-01,Product 157,174,27.31,4752.49,8,2024
2024-09-01,Product 157,222,25.36,5629.16,9,2024
2024-10-01,Product 157,470,24.65,11585.76,10,2024
2024-11-01,Product 157,235,28.43,6681.82,11,2024
2024-12-01,Product 157,267,27.92,7453.46,12,2024
2024-01-01,Product 158,355,25.11,8912.49,1,2024
2024-02-01,Product 158,296,28.55,8450.72,2,2024
2024-03-01,Product 158,420,24.66,10358.5,3,2024
2024-04-01,Product 158,330,24.1,7952.14,4,2024
2024-05-01,Product 158,206,28.04,5775.29,5,2024
2024-06-01,Product 158,197,22.08,4349.67,6,2024
2024-07-01,Product 158,285,28.77,8200.45,7,2024
2024-08-01,Product 158,353,21.82,7701.48,8,2024
2024-09-01,Product 158,441,28.48,12559.36,9,2024
2024-10-01,Product 158,265,26.48,7018.04,10,2024
2024-11-01,Product 158,322,24.5,7890.54,11,2024
2024-12-01,Product 158,482,28.04,13514.39,12,2024
2024-01-01,Product 159,484,22.32,10800.69,1,2024
2024-02-01,Product 159,370,25.59,9468.52,2,2024
2024-03-01,Product 159,370,24.46,9051.63,3,2024
2024-04-01,Product 159,152,23.51,3572.79,4,2024
2024-05-01,Product 159,469,26.08,12233.44,5,2024
2024-06-01,Product 159,211,23.74,5010.15,6,2024
2024-07-01,Product 159,209,27.23,5690.52,7,2024
2024-08-01,Product 159,271,23.5,6368.35,8,2024
2024-09-01,Product 159,245,20.08,4920.49,9,2024
2024-10-01,Product 159,384,28.31,10872.45,10,2024
2024-11-01,Product 159,405,24.84,10060.16,11,2024
2024-12-01,Product 159,497,26.32,13080.98,12,2024
2024-01-01,Product 160,466,21.04,9803.14,1,2024
2024-02-01,Product 160,197,20.66,4070.93,2,2024
2024-03-01,Product 160,285,24.26,6914.3,3,2024
2024-04-01,Product 160,463,27.82,12880.47,4,2024
2024-05-01,Product 160,467,28.03,13090.02,5,2024
2024-06-01,Product 160,463,27.59,12771.86,6,2024
2024-07-01,Product 160,360,26.2,9433.71,7,2024
2024-08-01,Product 160,178,23.87,4248.18,8,2024
2024-09-01,Product 160,241,21.95,5289.89,9,2024
2024-10-01,Product 160,369,23.91,8821.89,10,2024
2024-11-01,Product 160,364,26.05,9483.7,11,2024
2024-12-01,Product 160,426,26.54,11306.61,12,2024
2024-01-01,Product 161,441,28.53,12579.9,1,2024
2024-02-01,Product 161,394,26.32,10371.62,2,2024
2024-03-01,Product 161,481,24.74,11899.56,3,2024
2024-04-01,Product 161,418,27.13,11339.41,4,2024
2024-05-01,Product 161,165,22.02,3633.72,5,2024
2024-06-01,Product 161,208,21.85,4545.58,6,2024
2024-07-01,Product 161,386,22.15,8549.56,7,2024
2024-08-01,Product 161,243,28.69,6970.79,8,2024
2024-09-01,Product 161,287,25.07,7195.26,9,2024
2024-10-01,Product 161,356,25.58,9106.22,10,2024
2024-11-01,Product 161,367,26.96,9894.89,11,2024
2024-12-01,Product 161,495,24.51,12131.34,12,2024
2024-01-01,Product 162,467,27.96,13058.45,1,2024
2024-02-01,Product 162,211,26.92,5680.88,2,2024
2024-03-01,Product 162,388,26.37,10230.64,3,2024
2024-04-01,Product 162,371,22.25,8254.91,4,2024
2024-05-01,Product 162,322,28.26,9099.46,5,2024
2024-06-01,Product 162,259,22.19,5746.47,6,2024
2024-07-01,Product 162,427,20.63,8809.61,7,2024
2024-08-01,Product 162,356,27.78,9889.77,8,2024
2024-09-01,Product 162,428,29.83,12768.55,9,2024
2024-10-01,Product 162,489,27.74,13563.21,10,2024
2024-11-01,Product 162,489,23.68,11581.22,11,2024
2024-12-01,Product 162,177,22.17,3924.5,12,2024
2024-01-01,Product 163,314,22.6,7095.07,1,2024
2024-02-01,Product 163,219,24.15,5289.38,2,2024
2024-03-01,Product 163,245,22.43,5496.32,3,2024
2024-04-01,Product 163,154,26.3,4050.26,4,2024
2024-05-01,Product 163,451,26.67,12027.48,5,2024
2024-06-01,Product 163,366,28.98,10606.38,6,2024
2024-07-01,Product 163,336,25.14,8447.72,7,2024
2024-08-01,Product 163,404,29.01,11719.88,8,2024
2024-09-01,Product 163,253,26.67,6746.93,9,2024
2024-10-01,Product 163,407,27.48,11184.38,10,2024
2024-11-01,Product 163,331,27.07,8959.63,11,2024
2024-12-01,Product 163,187,20.95,3917.5,12,2024
2024-01-01,Product 164,425,29.03,12338.15,1,2024
2024-02-01,Product 164,436,28.01,12213.88,2,2024
2024-03-01,Product 164,210,28.58,6001.85,3,2024
2024-04-01,Product 164,496,22.41,11117.82,4,2024
2024-05-01,Product 164,292,23.04,6727.77,5,2024
2024-06-01,Product 164,418,21.3,8903.74,6,2024
2024-07-01,Product 164,336,28.49,9573.24,7,2024
2024-08-01,Product 164,453,23.12,10474.25,8,2024
2024-09-01,Product 164,235,20.14,4733.8,9,2024
2024-10-01,Product 164,263,27.06,7117.2,10,2024
2024-11-01,Product 164,332,28.37,9419.24,11,2024
2024-12-01,Product 164,384,20.05,7700.53,12,2024
2024-01-01,Product 165,152,26.25,3989.41,1,2024
2024-02-01,Product 165,490,24.02,11771.44,2,2024
2024-03-01,Product 165,488,25.81,12595.04,3,2024
2024-04-01,Product 165,210,26.38,5540.48,4,2024
2024-05-01,Product 165,168,24.42,4103.05,5,2024
2024-06-01,Product 165,223,21.38,4768.71,6,2024
2024-07-01,Product 165,302,22.29,6731.2,7,2024
2024-08-01,Product 165,360,28.68,10326.28,8,2024
2024-09-01,Product 165,288,29.29,8435.92,9,2024
2024-10-01,Product 165,332,26.19,8693.51,10,2024
2024-11-01,Product 165,340,22.12,7519.56,11,2024
2024-12-01,Product 165,200,24.43,4886.12,12,2024
2024-01-01,Product 166,199,26.5,5272.52,1,2024
2024-02-01,Product 166,262,24.61,6448.26,2,2024
2024-03-01,Product 166,315,25.93,8168.45,3,2024
2024-04-01,Product 166,352,29.49,10381.19,4,2024
2024-05-01,Product 166,338,26.75,9040.78,5,2024
2024-06-01,Product 166,204,28.64,5841.83,6,2024
2024-07-01,Product 166,224,21.67,4854.88,7,2024
2024-08-01,Product 166,282,20.54,5793.38,8,2024
2024-09-01,Product 166,208,26.97,5610.04,9,2024
2024-10-01,Product 166,331,22.75,7531.2,10,2024
2024-11-01,Product 166,488,27.48,13409.24,11,2024
2024-12-01,Product 166,476,25.99,12372.68,12,2024
2024-01-01,Product 167,292,22.04,6436.17,1,2024
2024-02-01,Product 167,363,25.8,9364.41,2,2024
2024-03-01,Product 167,358,28.37,10157.77,3,2024
